consecutive_number,state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,body_type_name,number_of_fatalities
131320,Georgia,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
530270,Washington,Rural,22,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
120969,Florida,Rural,13,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),4
540123,West Virginia,Urban,0,Clear,Motorcycle,1
380040,North Dakota,Rural,15,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
61009,California,Rural,8,Clear,Motorcycle,1
130476,Georgia,Urban,22,Clear,Motorcycle,1
530292,Washington,Urban,12,Clear,Motorcycle,1
470592,Tennessee,Urban,1,Unknown,4-Door Sedan/Hardtop,1
400059,Oklahoma,Urban,2,Other,Other Van Type (Hi-Cube Van),1
540243,West Virginia,Rural,1,"Sleet, Hail",Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
310185,Nebraska,Rural,17,"Sleet, Hail",Standard Pickup,1
50168,Arkansas,Rural,11,Unknown,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
530203,Washington,Rural,21,"Fog, Smog, Smoke",Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
470370,Tennessee,Urban,2,"Fog, Smog, Smoke",Standard Pickup,1
80310,Colorado,Rural,9,Not Reported,Motorcycle,1
80249,Colorado,Rural,16,Not Reported,4-Door Sedan/Hardtop,2
80547,Colorado,Rural,8,Not Reported,4-Door Sedan/Hardtop,1
80368,Colorado,Rural,16,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
80193,Colorado,Rural,15,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
510324,Virginia,Rural,2,Not Reported,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
510617,Virginia,Rural,19,Not Reported,4-Door Sedan/Hardtop,1
80206,Colorado,Rural,16,Not Reported,Standard Pickup,1
80338,Colorado,Rural,8,Not Reported,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
510394,Virginia,Rural,14,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
510637,Virginia,Rural,6,Not Reported,4-Door Sedan/Hardtop,1
510637,Virginia,Rural,6,Not Reported,4-Door Sedan/Hardtop,1
80303,Colorado,Rural,6,Not Reported,4-Door Sedan/Hardtop,2
80291,Colorado,Rural,11,Not Reported,4-Door Sedan/Hardtop,1
200116,Kansas,Rural,21,Not Reported,Large Van – Includes Van-Based Buses,1
80322,Colorado,Urban,17,Not Reported,4-Door Sedan/Hardtop,1
80183,Colorado,Urban,12,Not Reported,3-Door/2-Door Hatchback,1
80183,Colorado,Urban,12,Not Reported,Motorcycle,1
510389,Virginia,Urban,23,Not Reported,Motorcycle,1
510389,Virginia,Urban,23,Not Reported,Motorcycle,1
80389,Colorado,Urban,21,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
510458,Virginia,Urban,12,Not Reported,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
80242,Colorado,Rural,19,Not Reported,Station Wagon (Excluding Van and Truck-Based),1
510317,Virginia,Rural,17,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
200059,Kansas,Urban,19,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
80390,Colorado,Urban,23,Not Reported,4-Door Sedan/Hardtop,1
510036,Virginia,Urban,5,Not Reported,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
80216,Colorado,Urban,21,Not Reported,Motorcycle,1
510397,Virginia,Rural,8,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
510397,Virginia,Rural,8,Not Reported,Standard Pickup,1
80207,Colorado,Rural,19,Not Reported,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
80069,Colorado,Rural,3,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
80265,Colorado,Urban,20,Not Reported,Motorcycle,1
80202,Colorado,Urban,12,Not Reported,Motorcycle,1
330054,New Hampshire,Rural,18,Clear,Standard Pickup,1
482843,Texas,Rural,22,Cloudy,Standard Pickup,1
40529,Arizona,Rural,11,Cloudy,Standard Pickup,1
300087,Montana,Rural,13,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
550503,Wisconsin,Rural,6,Cloudy,Standard Pickup,1
10558,Alabama,Urban,23,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
482722,Texas,Urban,5,Cloudy,4-Door Sedan/Hardtop,1
120369,Florida,Rural,18,Cloudy,4-Door Sedan/Hardtop,1
371270,North Carolina,Urban,22,Cloudy,4-Door Sedan/Hardtop,1
40175,Arizona,Rural,23,Cloudy,4-Door Sedan/Hardtop,1
481936,Texas,Rural,9,Cloudy,4-Door Sedan/Hardtop,1
121298,Florida,Rural,6,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122396,Florida,Rural,16,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
360115,New York,Rural,6,Cloudy,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
490101,Utah,Rural,19,Cloudy,4-Door Sedan/Hardtop,1
61941,California,Rural,6,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
490116,Utah,Rural,11,Cloudy,Utility Station Wagon,1
482463,Texas,Rural,14,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
300101,Montana,Rural,15,Cloudy,Standard Pickup,1
160203,Idaho,Rural,2,Cloudy,4-Door Sedan/Hardtop,1
481437,Texas,Rural,13,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
480773,Texas,Rural,12,Cloudy,4-Door Sedan/Hardtop,1
540134,West Virginia,Rural,6,Cloudy,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
330001,New Hampshire,Rural,19,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
300030,Montana,Rural,1,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
280101,Mississippi,Rural,22,Cloudy,4-Door Sedan/Hardtop,1
160190,Idaho,Rural,5,Cloudy,Standard Pickup,1
40383,Arizona,Rural,22,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
560048,Wyoming,Rural,10,Clear,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
540155,West Virginia,Rural,9,Clear,Standard Pickup,1
350222,New Mexico,Rural,8,Clear,4-Door Sedan/Hardtop,1
40377,Arizona,Rural,13,Clear,4-Door Sedan/Hardtop,2
280325,Mississippi,Rural,18,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
530310,Washington,Rural,15,Clear,4-Door Sedan/Hardtop,1
530310,Washington,Rural,15,Clear,Standard Pickup,1
530274,Washington,Rural,17,Clear,Motorcycle,1
180312,Indiana,Rural,17,Clear,Standard Pickup,2
280597,Mississippi,Rural,13,Clear,Utility Station Wagon,2
483334,Texas,Rural,16,Clear,4-Door Sedan/Hardtop,2
60480,California,Rural,10,Clear,3-Door/2-Door Hatchback,1
320155,Nevada,Rural,18,Clear,2-Door Sedan/Hardtop/Coupe,1
50230,Arkansas,Rural,19,Clear,Standard Pickup,1
63482,California,Rural,13,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
210407,Kentucky,Urban,0,Clear,Motorcycle,1
61974,California,Urban,17,Clear,Motorcycle,1
61974,California,Urban,17,Clear,4-Door Sedan/Hardtop,1
130541,Georgia,Rural,18,Clear,Motorcycle,1
350214,New Mexico,Rural,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
370475,North Carolina,Rural,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
380048,North Dakota,Rural,9,Clear,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
130247,Georgia,Urban,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
200228,Kansas,Rural,99,Clear,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",1
300028,Montana,Rural,0,Clear,Large Van – Includes Van-Based Buses,1
350187,New Mexico,Rural,22,Clear,4-Door Sedan/Hardtop,1
530238,Washington,Rural,13,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
540058,West Virginia,Rural,14,Clear,Standard Pickup,1
10335,Alabama,Rural,8,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
190303,Iowa,Rural,7,Clear,4-Door Sedan/Hardtop,1
131357,Georgia,Rural,15,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
60883,California,Rural,7,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
460019,South Dakota,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
481666,Texas,Rural,9,Clear,Standard Pickup,1
460090,South Dakota,Rural,7,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
490254,Utah,Rural,17,Clear,2-Door Sedan/Hardtop/Coupe,1
370812,North Carolina,Rural,14,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
190302,Iowa,Rural,13,Clear,4-Door Sedan/Hardtop,1
350064,New Mexico,Rural,12,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
350172,New Mexico,Rural,20,Clear,Station Wagon (Excluding Van and Truck-Based),1
370839,North Carolina,Rural,1,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
460056,South Dakota,Rural,14,Clear,"Convertible (Excludes Sunroof, T-Bar)",2
482347,Texas,Rural,11,Clear,Standard Pickup,2
160079,Idaho,Rural,13,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
410063,Oregon,Rural,5,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
260874,Michigan,Rural,10,Clear,Standard Pickup,1
482091,Texas,Rural,14,Clear,4-Door Sedan/Hardtop,1
540091,West Virginia,Rural,16,Clear,Standard Pickup,2
300100,Montana,Rural,21,Clear,3-Door/2-Door Hatchback,1
60815,California,Rural,11,Clear,Station Wagon (Excluding Van and Truck-Based),1
60852,California,Rural,8,Clear,Standard Pickup,1
10930,Alabama,Rural,17,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
310022,Nebraska,Rural,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
160143,Idaho,Rural,15,Clear,Minivan,1
350278,New Mexico,Rural,7,Clear,Standard Pickup,1
320131,Nevada,Rural,11,Clear,Standard Pickup,1
130361,Georgia,Rural,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
481185,Texas,Rural,4,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
450731,South Carolina,Rural,5,Clear,2-Door Sedan/Hardtop/Coupe,1
450731,South Carolina,Rural,5,Clear,4-Door Sedan/Hardtop,1
450731,South Carolina,Rural,5,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
170173,Illinois,Rural,4,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
500004,Vermont,Rural,6,Clear,4-Door Sedan/Hardtop,1
40355,Arizona,Rural,11,Clear,Minivan,1
61873,California,Rural,6,Clear,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
490128,Utah,Rural,18,Clear,Motorcycle,1
60204,California,Rural,15,Clear,Utility Station Wagon,1
390085,Ohio,Urban,18,Snow,2-Door Sedan/Hardtop/Coupe,1
300035,Montana,Rural,13,Snow,4-Door Sedan/Hardtop,1
260125,Michigan,Rural,17,Snow,Minivan,1
560011,Wyoming,Rural,7,Snow,Standard Pickup,1
270081,Minnesota,Rural,7,Snow,Standard Pickup,1
560006,Wyoming,Rural,12,Snow,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
80114,Colorado,Rural,2,Snow,Large Van – Includes Van-Based Buses,1
270349,Minnesota,Urban,18,Snow,Standard Pickup,1
350011,New Mexico,Urban,9,Snow,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
90176,Connecticut,Urban,12,Snow,Transit Bus (City Bus),1
80550,Colorado,Rural,5,Snow,Standard Pickup,1
490032,Utah,Rural,6,Snow,Standard Pickup,1
270035,Minnesota,Rural,20,Snow,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
310114,Nebraska,Rural,11,Cloudy,2-Door Sedan/Hardtop/Coupe,1
490052,Utah,Rural,16,Severe Crosswinds,Motorcycle,1
290444,Missouri,Rural,15,Severe Crosswinds,Motorcycle,1
290367,Missouri,Urban,13,Cloudy,Standard Pickup,1
320200,Nevada,Urban,11,Cloudy,Utility Station Wagon,1
320200,Nevada,Urban,11,Cloudy,Motorcycle,1
550160,Wisconsin,Urban,14,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290421,Missouri,Urban,13,Cloudy,2-Door Sedan/Hardtop/Coupe,1
210187,Kentucky,Urban,17,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210079,Kentucky,Urban,14,Cloudy,4-Door Sedan/Hardtop,1
130723,Georgia,Urban,16,Cloudy,Standard Pickup,1
190212,Iowa,Urban,8,Cloudy,Standard Pickup,1
121780,Florida,Urban,3,Cloudy,Standard Pickup,1
40127,Arizona,Urban,5,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
250371,Massachusetts,Urban,21,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
550405,Wisconsin,Urban,17,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
482143,Texas,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
260247,Michigan,Urban,9,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450306,South Carolina,Rural,15,Rain,Motorcycle,1
40826,Arizona,Rural,15,Rain,4-Door Sedan/Hardtop,3
470974,Tennessee,Rural,0,Rain,4-Door Sedan/Hardtop,1
220424,Louisiana,Rural,14,Rain,Large Van – Includes Van-Based Buses,1
530062,Washington,Rural,7,Rain,"Single-Unit Straight Truck or Cab-Chassis (10,000 lbs < GVWR <=
19,500 lbs) (Since 2011)",1
482895,Texas,Rural,15,Rain,Motorcycle,1
121853,Florida,Rural,18,Rain,4-Door Sedan/Hardtop,1
550155,Wisconsin,Urban,4,Rain,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
130321,Georgia,Urban,20,Rain,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),3
260166,Michigan,Urban,1,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
10072,Alabama,Rural,10,Rain,4-Door Sedan/Hardtop,1
530372,Washington,Rural,20,Rain,Motorcycle,1
530372,Washington,Rural,20,Rain,Minivan,1
450608,South Carolina,Rural,12,Rain,4-Door Sedan/Hardtop,1
530229,Washington,Rural,8,Rain,4-Door Sedan/Hardtop,1
483360,Texas,Rural,8,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
40494,Arizona,Rural,17,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
420518,Pennsylvania,Rural,0,Rain,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
200365,Kansas,Urban,4,Rain,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
130820,Georgia,Urban,9,Rain,Utility Station Wagon,2
480275,Texas,Urban,5,Rain,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
80334,Colorado,Urban,15,Rain,Motorcycle,1
61827,California,Rural,11,Cloudy,4-Door Sedan/Hardtop,1
470024,Tennessee,Urban,6,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210416,Kentucky,Urban,2,Cloudy,4-Door Sedan/Hardtop,1
480010,Texas,Urban,15,Cloudy,Motorcycle,1
160030,Idaho,Urban,19,Cloudy,Motorcycle,1
120668,Florida,Urban,19,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
390405,Ohio,Urban,10,Cloudy,Motorcycle,1
390405,Ohio,Urban,10,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
61363,California,Urban,0,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
250169,Massachusetts,Rural,6,Cloudy,Large Van – Includes Van-Based Buses,2
180755,Indiana,Rural,12,Cloudy,Minivan,1
550497,Wisconsin,Rural,11,Cloudy,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
490099,Utah,Rural,5,Cloudy,Standard Pickup,1
160221,Idaho,Rural,7,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
300138,Montana,Rural,13,Cloudy,Unknown Van Type,1
470523,Tennessee,Rural,12,Cloudy,4-Door Sedan/Hardtop,1
40287,Arizona,Rural,5,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
300128,Montana,Rural,4,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
62438,California,Rural,6,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450352,South Carolina,Rural,8,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
61017,California,Rural,6,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
482095,Texas,Rural,9,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
490241,Utah,Rural,3,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
410088,Oregon,Rural,5,Cloudy,2-Door Sedan/Hardtop/Coupe,2
260721,Michigan,Rural,1,Cloudy,4-Door Sedan/Hardtop,1
490252,Utah,Rural,4,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122588,Florida,Urban,14,Cloudy,Station Wagon (Excluding Van and Truck-Based),1
370203,North Carolina,Urban,18,Cloudy,4-Door Sedan/Hardtop,1
410405,Oregon,Urban,23,Cloudy,Standard Pickup,1
410405,Oregon,Urban,23,Cloudy,4-Door Sedan/Hardtop,1
40027,Arizona,Rural,13,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
60131,California,Urban,9,Cloudy,Motorcycle,1
60131,California,Urban,9,Cloudy,Standard Pickup,1
210277,Kentucky,Urban,3,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
120973,Florida,Urban,22,Cloudy,4-Door Sedan/Hardtop,3
290234,Missouri,Urban,17,Cloudy,4-Door Sedan/Hardtop,1
60012,California,Urban,8,Cloudy,3-Door/2-Door Hatchback,1
482123,Texas,Urban,3,Cloudy,Standard Pickup,1
300146,Montana,Rural,7,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
300146,Montana,Rural,7,Cloudy,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
320067,Nevada,Urban,20,Cloudy,4-Door Sedan/Hardtop,1
481421,Texas,Urban,8,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
300105,Montana,Urban,8,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
250206,Massachusetts,Urban,23,Cloudy,4-Door Sedan/Hardtop,1
170713,Illinois,Urban,4,Clear,4-Door Sedan/Hardtop,1
190267,Iowa,Rural,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121605,Florida,Rural,8,Clear,Motorcycle,1
61869,California,Rural,12,Clear,3-Door/2-Door Hatchback,1
61869,California,Rural,12,Clear,4-Door Sedan/Hardtop,1
530307,Washington,Rural,8,Clear,Minivan,1
360736,New York,Rural,9,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
560003,Wyoming,Rural,11,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
350141,New Mexico,Rural,12,Clear,Standard Pickup,1
